# Title : in-situ platforms catalog
# Description : catalog of available MED in-situ platforms
# Project : Copernicus (generated by Hellenic Centre for Marine Research-GREECE)
# Format version : 1.0
# Date of update : 20200330051707
# platform_code,creation_date,update_date,wmo_platform_code,data_source,institution,institution_edmo_code,parameter,last_latitude_observation,last_longitude_observation,last_date_observation
300234011756720,2020-03-08T17:15:18Z,2020-03-08T17:15:18Z, ,MO_TS_DC_300234011756720,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.039734,1.6190302,2012-11-07T00:00:00Z
300234011759700,2020-03-08T17:15:19Z,2020-03-08T17:15:19Z, ,MO_TS_DC_300234011759700,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,45.63177,13.705081,2012-04-27T12:00:00Z
300234060240900,2020-03-08T17:15:21Z,2020-03-08T17:15:21Z, ,MO_TS_DC_300234060240900,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.697735,16.953749,2013-05-22T18:00:00Z
300234060242900,2020-03-08T17:15:22Z,2020-03-08T17:15:22Z, ,MO_TS_DC_300234060242900,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.503258,17.543247,2013-05-18T06:00:00Z
300234060246890,2020-03-08T17:15:23Z,2020-03-08T17:15:23Z, ,MO_TS_DC_300234060246890,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.43767,17.033865,2013-05-20T15:00:00Z
300234060249880,2020-03-08T17:15:24Z,2020-03-08T17:15:24Z, ,MO_TS_DC_300234060249880,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.15578,18.493597,2013-06-15T18:00:00Z
300234060272130-PESCA-1,2020-03-08T17:15:26Z,2020-03-08T17:15:26Z, ,MO_TS_DC_300234060272130-PESCA-1,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.741283,17.60615,2014-05-06T09:00:00Z
300234060343640-PESCA-1,2020-03-08T17:15:27Z,2020-03-08T17:15:27Z, ,MO_TS_DC_300234060343640-PESCA-1,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.17561,19.036808,2014-03-29T03:00:00Z
300234060346610-PESCA-1,2020-03-08T17:15:28Z,2020-03-08T17:15:28Z, ,MO_TS_DC_300234060346610-PESCA-1,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.68923,17.861298,2014-03-13T12:00:00Z
300234060478990,2020-03-08T17:15:29Z,2020-03-08T17:15:29Z, ,MO_TS_DC_300234060478990,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,33.356857,33.960075,2014-08-20T00:00:00Z
300234060528190,2020-03-08T17:15:30Z,2020-03-08T17:15:30Z, ,MO_TS_DC_300234060528190,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.36107,18.357885,2013-06-27T21:00:00Z
300234060740560,2020-03-08T17:15:31Z,2020-03-08T17:15:31Z, ,MO_TS_DC_300234060740560,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.17791,15.970447,2013-05-22T18:00:00Z
300234060766200,2020-03-08T17:15:32Z,2020-03-08T17:15:32Z, ,MO_TS_DC_300234060766200,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,34.252007,16.10962,2013-11-27T12:00:00Z
300234060767180,2019-07-08T10:07:34Z,2019-07-08T10:07:34Z, ,MO_TS_DC_300234060767180_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,32.936604,22.103346,2015-06-23T15:00:00Z
300234060769180,2020-03-08T17:15:35Z,2020-03-08T17:15:35Z, ,MO_TS_DC_300234060769180,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,31.373213,27.305418,2014-04-28T06:00:00Z
300234060833520,2020-03-08T17:15:37Z,2020-03-08T17:15:37Z, ,MO_TS_DC_300234060833520,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.341866,16.542013,2013-05-22T18:00:00Z
300234060840370,2020-03-08T17:15:38Z,2020-03-08T17:15:38Z, ,MO_TS_DC_300234060840370,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.98277,16.426325,2013-05-22T18:00:00Z
300234060841380,2020-03-08T17:15:38Z,2020-03-08T17:15:38Z, ,MO_TS_DC_300234060841380,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.92614,18.040953,2013-05-22T18:00:00Z
300234060849380,2020-03-08T17:15:39Z,2020-03-08T17:15:39Z, ,MO_TS_DC_300234060849380,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.96441,18.266586,2013-05-22T18:00:00Z
300234060941150-PESCA-1,2020-03-08T17:15:40Z,2020-03-08T17:15:40Z, ,MO_TS_DC_300234060941150-PESCA-1,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.847553,17.4663,2014-03-11T15:00:00Z
300234061050540,2020-03-08T17:15:41Z,2020-03-08T17:15:41Z, ,MO_TS_DC_300234061050540,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.57621,9.167613,2014-11-02T06:00:00Z
300234061052530,2020-03-08T17:15:42Z,2020-03-08T17:15:42Z, ,MO_TS_DC_300234061052530,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.525295,5.811696,2014-09-29T06:00:00Z
300234061054170,2020-03-08T17:15:44Z,2020-03-08T17:15:44Z, ,MO_TS_DC_300234061054170,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.06985,11.233825,2014-10-22T03:00:00Z
300234061151640,2020-03-08T17:15:45Z,2020-03-08T17:15:45Z, ,MO_TS_DC_300234061151640,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,33.26487,34.956623,2014-04-15T09:00:00Z
300234061151720,2019-07-08T10:07:23Z,2019-07-08T10:07:23Z, ,MO_TS_DC_300234061151720_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,44.86604,14.003843,2015-02-22T18:00:00Z
300234061151730,2019-07-08T10:07:27Z,2019-07-08T10:07:27Z, ,MO_TS_DC_300234061151730_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,44.585873,12.958241,2015-03-15T15:00:00Z
300234061151740,2019-07-08T10:07:35Z,2019-07-08T10:07:35Z, ,MO_TS_DC_300234061151740_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.555008,14.660592,2015-07-21T06:00:00Z
300234061152720,2019-07-08T10:07:39Z,2019-07-08T10:07:39Z, ,MO_TS_DC_300234061152720_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.03832,15.999448,2015-09-15T06:00:00Z
300234061154360,2020-03-08T17:15:51Z,2020-03-08T17:15:51Z, ,MO_TS_DC_300234061154360,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,33.776787,34.89669,2014-08-13T06:00:00Z
300234061154690,2019-07-08T10:07:27Z,2019-07-08T10:07:27Z, ,MO_TS_DC_300234061154690_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,44.89219,13.471774,2015-03-04T00:00:00Z
300234061154740,2019-07-08T10:07:27Z,2019-07-08T10:07:27Z, ,MO_TS_DC_300234061154740_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,44.81395,13.209583,2015-03-04T15:00:00Z
300234061155620,2020-03-08T17:15:54Z,2020-03-08T17:15:54Z, ,MO_TS_DC_300234061155620,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.47795,35.805763,2014-08-22T03:00:00Z
300234061155680,2019-07-08T10:07:22Z,2019-07-08T10:07:22Z, ,MO_TS_DC_300234061155680_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.280594,15.974197,2015-01-16T12:00:00Z
300234061155690,2020-03-08T17:15:56Z,2020-03-08T17:15:56Z, ,MO_TS_DC_300234061155690,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,44.8044,12.310347,2014-12-18T00:00:00Z
300234061155700,2019-07-08T10:07:24Z,2019-07-08T10:07:24Z, ,MO_TS_DC_300234061155700_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,44.831337,14.000793,2015-02-24T18:00:00Z
300234061156720,2019-07-08T10:07:24Z,2019-07-08T10:07:24Z, ,MO_TS_DC_300234061156720_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,44.857883,13.999935,2015-02-22T15:00:00Z
300234061424180,2020-03-08T17:15:58Z,2020-03-08T17:15:58Z, ,MO_TS_DC_300234061424180,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.185673,8.256861,2014-06-23T21:00:00Z
300234061425020,2020-03-08T17:15:59Z,2020-03-08T17:15:59Z, ,MO_TS_DC_300234061425020,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.647392,11.320017,2014-08-02T03:00:00Z
300234061425430,2020-03-08T17:16:00Z,2020-03-08T17:16:00Z, ,MO_TS_DC_300234061425430,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.928207,7.4843793,2014-07-02T00:00:00Z
300234061615020,2020-03-08T17:16:01Z,2020-03-08T17:16:01Z, ,MO_TS_DC_300234061615020,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.151047,9.941636,2014-05-18T09:00:00Z
300234061640130,2020-03-08T17:16:02Z,2020-03-08T17:16:02Z, ,MO_TS_DC_300234061640130,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.870605,10.194858,2014-05-25T06:00:00Z
300234061650640,2020-03-08T17:16:03Z,2020-03-08T17:16:03Z, ,MO_TS_DC_300234061650640,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.339157,10.178337,2014-10-16T06:00:00Z
300234061651650,2020-03-08T17:16:04Z,2020-03-08T17:16:04Z, ,MO_TS_DC_300234061651650,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,36.935284,10.707355,2014-06-29T12:00:00Z
300234061653640,2020-03-08T17:16:05Z,2020-03-08T17:16:05Z, ,MO_TS_DC_300234061653640,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.686077,7.3531013,2014-08-12T21:00:00Z
300234061654530,2020-03-08T17:16:06Z,2020-03-08T17:16:06Z, ,MO_TS_DC_300234061654530,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,38.798157,5.7874866,2014-07-17T12:00:00Z
300234061654640,2020-03-08T17:16:07Z,2020-03-08T17:16:07Z, ,MO_TS_DC_300234061654640,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.450634,14.785627,2014-10-15T09:00:00Z
300234061656480,2020-03-08T17:16:09Z,2020-03-08T17:16:09Z, ,MO_TS_DC_300234061656480,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.297897,8.326856,2014-07-09T00:00:00Z
300234061656640,2020-03-08T17:16:10Z,2020-03-08T17:16:10Z, ,MO_TS_DC_300234061656640,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.098793,11.57888,2014-08-12T00:00:00Z
300234061657630,2020-03-08T17:16:11Z,2020-03-08T17:16:11Z, ,MO_TS_DC_300234061657630,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.067665,8.879197,2014-07-09T12:00:00Z
300234061659630,2020-03-08T17:16:12Z,2020-03-08T17:16:12Z, ,MO_TS_DC_300234061659630,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.707302,8.991283,2014-07-31T21:00:00Z
300234062058460,2019-07-08T10:07:30Z,2019-07-08T10:07:30Z, ,MO_TS_DC_300234062058460_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.041775,14.98958,2015-04-07T09:00:00Z
300234062746280,2019-07-08T10:07:43Z,2019-07-08T10:07:43Z, ,MO_TS_DC_300234062746280_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.65794,21.34843,2015-11-22T00:00:00Z
300234062837560,2019-07-08T10:07:59Z,2019-07-08T10:07:59Z, ,MO_TS_DC_300234062837560_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.674812,13.540909,2016-10-08T15:00:00Z
300234062837570,2019-07-08T10:07:30Z,2019-07-08T10:07:30Z, ,MO_TS_DC_300234062837570_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.85927,13.05673,2015-04-06T21:00:00Z
300234062837700,2019-07-08T10:07:36Z,2019-07-08T10:07:36Z, ,MO_TS_DC_300234062837700_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,44.40783,12.538051,2015-07-12T12:00:00Z
300234062837720,2019-07-08T10:07:38Z,2019-07-08T10:07:38Z, ,MO_TS_DC_300234062837720_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,38.749413,16.573385,2015-08-23T12:00:00Z
300234062837770,2019-07-08T10:07:59Z,2019-07-08T10:07:59Z, ,MO_TS_DC_300234062837770_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.87716,14.617701,2016-10-26T03:00:00Z
300234063251260,2019-07-08T10:08:36Z,2019-07-08T10:08:36Z, ,MO_TS_DC_300234063251260_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,36.67944,12.59884,2018-01-31T21:00:00Z
300234063251280,2019-07-08T10:08:18Z,2019-07-08T10:08:18Z, ,MO_TS_DC_300234063251280_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.82138,-0.48943,2017-07-23T18:00:00Z
300234063349400,2019-07-08T10:08:19Z,2019-07-08T10:08:19Z, ,MO_TS_DC_300234063349400_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.8218,-0.4892,2017-07-23T12:00:00Z
300234063840340,2019-07-08T10:08:34Z,2019-07-08T10:08:34Z, ,MO_TS_DC_300234063840340_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,36.08008,0.18386962,2017-12-24T09:00:00Z
300234063946570,2019-07-08T10:08:23Z,2019-07-08T10:08:23Z, ,MO_TS_DC_300234063946570_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.87543,-0.16351,2017-08-22T12:00:00Z
300234063946590,2019-07-08T10:08:31Z,2019-07-08T10:08:31Z, ,MO_TS_DC_300234063946590_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.56177,-1.25382,2017-10-02T06:00:00Z
300234063946680,2019-07-08T10:08:33Z,2019-07-08T10:08:33Z, ,MO_TS_DC_300234063946680_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,37.61741,5.826385,2017-11-15T15:00:00Z
300234063946690,2019-07-08T10:08:23Z,2019-07-08T10:08:23Z, ,MO_TS_DC_300234063946690_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,36.86891,2.35818,2017-08-30T03:00:00Z
300234063946700,2019-07-08T10:08:28Z,2019-07-08T10:08:28Z, ,MO_TS_DC_300234063946700_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,36.76618,2.85391,2017-09-06T15:00:00Z
300234065413830-ucsd,2019-07-08T10:08:39Z,2019-07-08T10:08:39Z, ,MO_TS_DC_300234065413830-ucsd_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,31.0184,29.6154,2018-04-27T06:00:00Z
300234065414030-ucsd,2019-07-08T10:08:40Z,2019-07-08T10:08:40Z, ,MO_TS_DC_300234065414030-ucsd_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,32.0646,24.057,2018-05-14T00:00:00Z
300234065510540-ucsd,2019-07-08T10:09:48Z,2019-07-08T10:09:48Z, ,MO_TS_DC_300234065510540-ucsd_YYYYMM,Istituto Nazionale di Oceanografia e di Geofisica Sperimentale - OGS,120, EWCT NSCT DEPH DROGUE_PRESENCE,36.837376,35.973473,2019-06-16T15:00:00Z
300234065510570-ucsd,2019-07-08T10:09:49Z,2019-07-08T10:09:49Z, ,MO_TS_DC_300234065510570-ucsd_YYYYMM,Istituto Nazionale di Oceanografia e di Geofisica Sperimentale - OGS,120, EWCT NSCT DEPH DROGUE_PRESENCE,34.858444,35.85902,2019-06-30T21:00:00Z
300234065510610-ucsd,2019-09-03T04:00:13Z,2019-09-03T04:00:13Z, ,MO_TS_DC_300234065510610-ucsd_YYYYMM,Istituto Nazionale di Oceanografia e di Geofisica Sperimentale - OGS,120, EWCT NSCT DEPH DROGUE_PRESENCE,34.8028,33.63283,2019-08-31T21:00:00Z
300234065510690-ucsd,2019-09-03T04:00:13Z,2019-09-03T04:00:13Z, ,MO_TS_DC_300234065510690-ucsd_YYYYMM,Istituto Nazionale di Oceanografia e di Geofisica Sperimentale - OGS,120, EWCT NSCT DEPH DROGUE_PRESENCE,33.968777,31.83719,2019-08-31T21:00:00Z
300234065510710-ucsd,2019-07-08T10:09:17Z,2019-07-08T10:09:17Z, ,MO_TS_DC_300234065510710-ucsd_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,33.22668,35.212147,2018-10-09T15:00:00Z
300234065510730-ucsd,2019-07-08T10:09:11Z,2019-07-08T10:09:11Z, ,MO_TS_DC_300234065510730-ucsd_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,33.84258,35.48282,2018-08-08T09:00:00Z
300234065510740-ucsd,2019-07-08T10:09:11Z,2019-07-08T10:09:11Z, ,MO_TS_DC_300234065510740-ucsd_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,35.21832,35.920944,2018-08-02T06:00:00Z
300234065510750-ucsd,2019-07-08T10:08:47Z,2019-07-08T10:08:47Z, ,MO_TS_DC_300234065510750-ucsd_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,32.498592,33.6565,2018-06-27T12:00:00Z
300234065510810-ucsd,2019-09-03T04:00:13Z,2019-09-03T04:00:13Z, ,MO_TS_DC_300234065510810-ucsd_YYYYMM,Istituto Nazionale di Oceanografia e di Geofisica Sperimentale - OGS,120, EWCT NSCT DEPH DROGUE_PRESENCE,33.56492,35.369263,2019-08-31T21:00:00Z
300234065511270-ucsd,2019-07-08T10:08:47Z,2019-07-08T10:08:47Z, ,MO_TS_DC_300234065511270-ucsd_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,32.49074,33.534653,2018-06-27T15:00:00Z
300234065511330-ucsd,2019-09-03T04:00:13Z,2019-09-03T04:00:13Z, ,MO_TS_DC_300234065511330-ucsd_YYYYMM,Istituto Nazionale di Oceanografia e di Geofisica Sperimentale - OGS,120, EWCT NSCT DEPH DROGUE_PRESENCE,35.27873,27.220863,2019-08-31T21:00:00Z
300234065706180-ucsd,2019-07-08T10:09:18Z,2019-07-08T10:09:18Z, ,MO_TS_DC_300234065706180-ucsd_YYYYMM,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.6266,17.2636,2018-10-29T09:00:00Z
31727,2019-05-12T14:22:34Z,2019-05-12T14:22:34Z,31727,GL_TS_DB_31727,Unknown institution, , DEPH TEMP PSAL,41.385,2.194,2013-03-02T08:25:00Z
33201,2020-03-08T17:16:51Z,2020-03-08T17:16:51Z, ,MO_TS_DC_33201,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,31.402493,19.621246,2009-10-06T06:00:00Z
33202,2020-03-08T17:16:53Z,2020-03-08T17:16:53Z, ,MO_TS_DC_33202,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,39.347214,15.878698,2002-03-21T23:59:58Z
33203,2020-03-08T17:16:54Z,2020-03-08T17:16:54Z, ,MO_TS_DC_33203,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,38.210567,14.314404,2001-12-24T18:00:00Z
33225,2020-03-08T17:16:55Z,2020-03-08T17:16:55Z, ,MO_TS_DC_33225,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.161095,13.593103,2010-11-06T12:00:00Z
33226,2020-03-08T17:16:56Z,2020-03-08T17:16:56Z, ,MO_TS_DC_33226,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.985172,13.804383,2010-11-06T05:59:58Z
33227,2020-03-08T17:16:57Z,2020-03-08T17:16:57Z, ,MO_TS_DC_33227,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,41.161175,12.457164,2010-12-29T06:00:00Z
33228,2020-03-08T17:16:58Z,2020-03-08T17:16:58Z, ,MO_TS_DC_33228,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.799793,9.7042,2010-07-20T15:00:00Z
33229,2020-03-08T17:17:00Z,2020-03-08T17:17:00Z, ,MO_TS_DC_33229,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,42.82692,10.2050295,2010-09-19T00:00:00Z
33253,2020-03-08T17:17:01Z,2020-03-08T17:17:01Z, ,MO_TS_DC_33253,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,38.556374,15.876899,2002-02-22T15:00:00Z
33254,2020-03-08T17:17:02Z,2020-03-08T17:17:02Z, ,MO_TS_DC_33254,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,40.56285,14.702269,2002-02-02T06:00:00Z
33353,2020-03-08T17:17:03Z,2020-03-08T17:17:03Z, ,MO_TS_DC_33353,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.31809,15.45434,2003-05-31T15:00:00Z
33354,2020-03-08T17:17:04Z,2020-03-08T17:17:04Z, ,MO_TS_DC_33354,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.815723,15.099609,2003-06-04T06:00:00Z
33355,2020-03-08T17:17:05Z,2020-03-08T17:17:05Z, ,MO_TS_DC_33355,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.504826,15.3908825,2003-05-31T15:00:00Z
33356,2020-03-08T17:17:06Z,2020-03-08T17:17:06Z, ,MO_TS_DC_33356,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,43.826313,15.205819,2003-06-04T03:00:00Z
3400902,2020-03-08T17:17:07Z,2020-03-08T17:17:07Z,3400902,MO_TS_DC_3400902,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,32.854786,17.134394,1998-04-04T06:00:00Z
3400904,2020-03-08T17:17:08Z,2020-03-08T17:17:08Z,3400904,MO_TS_DC_3400904,OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale),120, EWCT NSCT DEPH DROGUE_PRESENCE,30.614805,18.416658,1998-07-26T06:00:00Z
